,Project Number,Purchase Type,Remote Net Metering,Affordable Solar,Community Distributed Generation
38901,4704-99160,Lease,No,No,No
38902,4704-88456,Power Purchase Agreement,No,No,No
38903,4704-68267,Power Purchase Agreement,No,No,No
38904,4704-45309,Lease,No,No,No
38905,4656-28924,Purchase,,No,No
38906,4704-56593,Lease,No,No,No
38907,4704-83331,Lease,No,No,No
38908,4704-45160,Lease,No,No,No
38909,4704-92678,Lease,No,No,No
38910,4704-75115,Lease,No,No,No
38911,4704-52150,Lease,No,No,No
38912,4704-71392,Power Purchase Agreement,No,No,No
38913,4704-69013,Lease,No,No,No
38914,4704-43288,Lease,No,No,No
38915,4704-95781,Lease,No,No,No
38916,4704-80116,Power Purchase Agreement,No,No,No
38917,4704-56846,Power Purchase Agreement,No,No,No
38918,4704-95622,Lease,No,No,No
38919,4704-91034,Power Purchase Agreement,No,No,No
38920,4704-44660,Lease,No,No,No
38921,4704-58738,Lease,No,No,No
38922,4704-80740,Lease,No,No,No
38923,4704-45834,Lease,No,No,No
38924,4704-99690,Lease,No,No,No
38925,4704-97388,Lease,No,No,No
38926,4704-71372,Lease,No,No,No
38927,4704-88454,Power Purchase Agreement,No,No,No
38928,4704-53944,Power Purchase Agreement,No,No,No
38929,4704-61563,Lease,No,No,No
38930,4704-65557,Power Purchase Agreement,No,No,No
38931,4704-76821,Power Purchase Agreement,No,No,No
38932,4704-69857,Power Purchase Agreement,No,No,No
38933,4704-79783,Power Purchase Agreement,No,No,No
38934,4704-70215,Power Purchase Agreement,No,No,No
38935,4704-46396,Lease,No,No,No
38936,4663-76093,Purchase,No,No,No
38937,4704-56057,Power Purchase Agreement,No,No,No
38938,4704-68572,Lease,No,No,No
38939,4704-99657,Lease,No,No,No
38940,4704-94937XX,Power Purchase Agreement,No,No,No
38941,4704-94457,Lease,No,No,No
38942,4704-34016,Lease,No,No,No
38943,4704-69980,Lease,No,No,No
38944,4704-46314,Lease,No,No,No
38945,4654-54729,Purchase,No,No,No
38946,4704-56906,Lease,No,No,No
38947,4704-40903,Power Purchase Agreement,No,No,No
38948,4704-60152,Lease,No,No,No
38949,4704-84457,Power Purchase Agreement,No,No,No
38950,4704-87232,Lease,No,No,No
38951,4704-64321,Lease,No,No,No
38952,4704-59693,Power Purchase Agreement,No,No,No
38953,4704-86293,Power Purchase Agreement,No,No,No
38954,4704-40636,Lease,No,No,No
38955,4704-94537,Power Purchase Agreement,No,No,No
38956,4704-68881,Lease,No,No,No
38957,4704-95699,Lease,No,No,No
38958,4704-56910,Lease,No,No,No
38959,4704-78365,Lease,No,No,No
38960,4704-50479,Power Purchase Agreement,No,No,No
38961,4704-55064,Power Purchase Agreement,No,No,No
38962,4702-31049,Purchase,,No,No
38963,4704-79324,Lease,No,No,No
38964,4704-34413,Lease,No,No,No
38965,4704-81543,Power Purchase Agreement,,No,No
38966,4704-89915,Lease,No,No,No
38967,4663-32178,Purchase,,No,No
38968,4704-70725,Purchase,No,No,No
38969,4704-99038,Lease,No,No,No
38970,4704-78009,Power Purchase Agreement,No,No,No
38971,4660-66722,Purchase,No,No,No
38972,4674-27856,Purchase,,No,No
38973,4704-61254,Lease,No,No,No
38974,4704-76732,Lease,No,No,No
38975,4704-90563,Power Purchase Agreement,No,No,No
38976,4704-92297,Lease,No,No,No
38977,4704-80452,Power Purchase Agreement,No,No,No
38978,4704-84748 YY,Lease,No,No,No
38979,4704-93575,Lease,No,No,No
38980,4704-94316,Lease,No,No,No
38981,4704-96438,Lease,No,No,No
38982,4704-70081,Lease,No,No,No
38983,4704-96081,Power Purchase Agreement,No,No,No
38984,4667-29066,Purchase,,No,No
38985,4704-86944,Lease,No,No,No
38986,4704-98676,Power Purchase Agreement,No,No,No
38987,4704-84984,Lease,No,No,No
38988,4704-50311,Lease,No,No,No
38989,4704-85930,Lease,No,No,No
38990,4704-73372,Lease,No,No,No
38991,4704-64853,Lease,No,No,No
38992,4704-90925,Lease,No,No,No
38993,4704-95557,Power Purchase Agreement,No,No,No
38994,4704-61816,Lease,No,No,No
38995,4704-50449,Lease,No,No,No
38996,4704-54371,Lease,No,No,No
38997,4704-47459,Power Purchase Agreement,No,No,No
38998,4704-69530-IRH,Lease,No,No,No
38999,4704-70646,Lease,No,No,No
39000,4704-79999,Lease,No,No,No
39001,4704-49640,Lease,No,No,No
39002,4667-36184,Purchase,No,No,No
39003,4704-53605,Power Purchase Agreement,No,No,No
39004,4704-56319,Lease,No,No,No
39005,4704-80168,Lease,No,No,No
39006,4704-47406,Power Purchase Agreement,No,No,No
39007,4704-83249,Lease,No,No,No
39008,4704-84677,Lease,No,No,No
39009,4704-81357,Power Purchase Agreement,No,No,No
39010,4704-57113,Lease,No,No,No
39011,4704-57474,Power Purchase Agreement,No,No,No
39012,4704-41769,Lease,No,No,No
39013,4662-32601,Purchase,,No,No
39014,4704-49003,Lease,No,No,No
39015,4704-98946,Lease,No,No,No
39016,4704-81021,Lease,,No,No
39017,4704-44185,Power Purchase Agreement,No,No,No
39018,4704-53253,Power Purchase Agreement,No,No,No
39019,4704-65400,Power Purchase Agreement,No,No,No
39020,4704-42571,Power Purchase Agreement,No,No,No
39021,4704-91214,Power Purchase Agreement,No,No,No
39022,4704-65518,Lease,No,No,No
39023,4704-64438,Lease,No,No,No
39024,4704-79359,Lease,No,No,No
39025,4704-93018,Power Purchase Agreement,No,No,No
39026,4704-69496,Power Purchase Agreement,No,No,No
39027,4704-61453,Lease,No,No,No
39028,4704-78506,Power Purchase Agreement,No,No,No
39029,4704-84893,Power Purchase Agreement,No,No,No
39030,4704-84938,Power Purchase Agreement,No,No,No
39031,4704-51801,Lease,No,No,No
39032,4657-42884,Purchase,No,No,No
39033,4704-60374,Power Purchase Agreement,No,No,No
39034,4704-44301,Lease,No,No,No
39035,4704-70265,Lease,No,No,No
39036,4704-85674,Power Purchase Agreement,No,No,No
39037,4704-51344,Lease,No,No,No
39038,4658-43659,Purchase,No,No,No
39039,4704-81510-IRH,Lease,No,No,No
39040,4704-89316,Power Purchase Agreement,No,No,No
39041,4670-28541,Purchase,,No,No
39042,4704-89461,Lease,No,No,No
39043,4704-69914,Power Purchase Agreement,No,No,No
39044,4704-85915,Lease,No,No,No
39045,4704-48351,Power Purchase Agreement,No,No,No
39046,4704-43041,Power Purchase Agreement,No,No,No
39047,4704-88175,Power Purchase Agreement,No,No,No
39048,4704-91107,Lease,No,No,No
39049,4704-87163,Power Purchase Agreement,No,No,No
39050,4668-51861-GJ,Purchase,No,No,No
39051,4704-79661,Lease,No,No,No
39052,4704-55405,Power Purchase Agreement,No,No,No
39053,4704-68273,Power Purchase Agreement,No,No,No
39054,4704-69910,Power Purchase Agreement,No,No,No
39055,4704-79397,Power Purchase Agreement,No,No,No
39056,4704-84865,Power Purchase Agreement,No,No,No
39057,4704-51128,Lease,No,No,No
39058,4704-46614,Lease,No,No,No
39059,4704-49697,Lease,No,No,No
39060,4662-27106,Purchase,,No,No
39061,4704-99583,Lease,No,No,No
39062,4704-73108,Lease,No,No,No
39063,4704-45920,Power Purchase Agreement,No,No,No
39064,4704-50861,Power Purchase Agreement,No,No,No
39065,4704-84108,Lease,No,No,No
39066,4704-80145,Lease,No,No,No
39067,4704-98353,Power Purchase Agreement,,No,No
39068,4660-34704,Purchase,No,No,No
39069,4704-48493,Lease,No,No,No
39070,4704-81904,Power Purchase Agreement,No,No,No
39071,4704-37106,Lease,No,No,No
39072,4704-61593,Power Purchase Agreement,No,No,No
39073,4704-64142,Lease,No,No,No
39074,4704-58787,Lease,No,No,No
39075,4704-47219,Lease,No,No,No
39076,4704-42895,Lease,No,No,No
39077,4704-89820,Power Purchase Agreement,No,No,No
39078,4704-71782,Power Purchase Agreement,No,No,No
39079,4704-72511,Lease,No,No,No
39080,4704-53499,Lease,No,No,No
39081,4704-90307,Power Purchase Agreement,No,No,No
39082,4704-82698,Purchase,No,No,No
39083,4704-57832,Power Purchase Agreement,No,No,No
39084,4704-50907,Lease,No,No,No
39085,4704-56153,Lease,No,No,No
39086,4704-79799,Power Purchase Agreement,No,No,No
39087,4704-59382,Lease,No,No,No
39088,4704-60490,Lease,No,No,No
39089,4704-40968,Lease,No,No,No
39090,4704-57026,Power Purchase Agreement,No,No,No
39091,4704-83827,Power Purchase Agreement,No,No,No
39092,4704-98482,Lease,No,No,No
39093,4704-70465,Power Purchase Agreement,No,No,No
39094,4704-44655,Lease,No,No,No
39095,4704-68796,Power Purchase Agreement,No,No,No
39096,4704-52458,Power Purchase Agreement,No,No,No
39097,4704-98672,Lease,No,No,No
39098,4687-29533,Purchase,,No,No
39099,4704-50296,Lease,No,No,No
39100,4669-26817,Lease,,No,No
39101,4704-96167,Power Purchase Agreement,No,No,No
39102,4704-84539,Lease,No,No,No
39103,4704-49146,Power Purchase Agreement,No,No,No
39104,4704-70458,Power Purchase Agreement,No,No,No
39105,4704-58112,Purchase,No,No,No
39106,4704-81498,Power Purchase Agreement,No,No,No
39107,4704-92397,Power Purchase Agreement,No,No,No
39108,4704-86467,Lease,No,No,No
39109,4694-34457,Power Purchase Agreement,No,No,No
39110,4704-70471,Lease,No,No,No
39111,4704-59530,Power Purchase Agreement,No,No,No
39112,4704-50448,Lease,No,No,No
39113,4704-49739,Lease,No,No,No
39114,4704-57763,Lease,No,No,No
39115,4704-93841,Power Purchase Agreement,No,No,No
39116,4704-77152,Lease,No,No,No
39117,4704-79655,Lease,No,No,No
39118,4704-92211,Lease,No,No,No
39119,4704-69034,Power Purchase Agreement,No,No,No
39120,4694-34368,Power Purchase Agreement,No,No,No
39121,4704-62403,Purchase,No,No,No
39122,4704-58512,Lease,No,No,No
39123,4704-82133,Power Purchase Agreement,No,No,No
39124,4704-51502,Lease,No,No,No
39125,4704-75110,Power Purchase Agreement,No,No,No
39126,4704-79375-IRH,Power Purchase Agreement,No,No,No
39127,4704-93119,Power Purchase Agreement,No,No,No
39128,4704-87177,Power Purchase Agreement,No,No,No
39129,4704-85564,Lease,No,No,No
39130,4704-46308,Power Purchase Agreement,No,No,No
39131,4704-56283,Power Purchase Agreement,No,No,No
39132,4704-45848,Lease,No,No,No
39133,4704-51897,Lease,No,No,No
39134,4704-87750,Lease,No,No,No
39135,4704-99251,Lease,No,No,No
39136,4704-85871,Lease,No,No,No
39137,4704-69592,Lease,No,No,No
39138,4704-87524,Power Purchase Agreement,No,No,No
39139,4704-87609,Power Purchase Agreement,No,No,No
39140,4654-36843,Purchase,No,No,No
39141,4704-84828,Power Purchase Agreement,No,No,No
39142,4702-59492,Purchase,No,No,No
39143,4704-80952,Lease,No,No,No
39144,4704-58182,Power Purchase Agreement,No,No,No
39145,4704-83264,Power Purchase Agreement,No,No,No
39146,4704-82328,Power Purchase Agreement,No,No,No
39147,4704-41291,Lease,No,No,No
39148,4704-48183,Lease,No,No,No
39149,4704-78120,Lease,No,No,No
39150,4704-95743,Lease,No,No,No
39151,4704-79860,Power Purchase Agreement,No,No,No
39152,4704-84565,Power Purchase Agreement,No,No,No
39153,4704-80451,Lease,No,No,No
39154,4704-44752,Power Purchase Agreement,No,No,No
39155,4704-45174,Lease,No,No,No
39156,4704-83782,Power Purchase Agreement,No,No,No
39157,4704-83690,Lease,No,No,No
39158,4704-55964,Power Purchase Agreement,No,No,No
39159,4704-63232,Lease,No,No,No
39160,4704-68698,Power Purchase Agreement,No,No,No
39161,4704-92913,Lease,No,No,No
39162,4704-75061,Power Purchase Agreement,No,No,No
39163,4704-97256,Power Purchase Agreement,No,No,No
39164,4704-55148,Power Purchase Agreement,No,No,No
39165,4704-91438,Power Purchase Agreement,No,No,No
39166,4704-77598,Power Purchase Agreement,No,No,No
39167,4704-64980,Lease,No,No,No
39168,4704-67548,Power Purchase Agreement,No,No,No
39169,4704-80903,Lease,No,No,No
39170,4704-84845YY,Lease,No,No,No
39171,4704-45768,Lease,No,No,No
39172,4704-48838,Lease,No,No,No
39173,4704-83234,Power Purchase Agreement,No,No,No
39174,4704-80787,Lease,No,No,No
39175,4704-57252,Power Purchase Agreement,No,No,No
39176,4704-71353,Power Purchase Agreement,No,No,No
39177,4704-45977,Lease,No,No,No
39178,4704-48282,Lease,No,No,No
39179,4704-79746,Lease,No,No,No
39180,4704-88292,Lease,No,No,No
39181,4704-44191,Lease,No,No,No
39182,4704-89937,Lease,No,No,No
39183,4704-85582,Power Purchase Agreement,,No,No
39184,4704-54732,Power Purchase Agreement,No,No,No
39185,4704-64473,Power Purchase Agreement,No,No,No
39186,4704-71895,Power Purchase Agreement,No,No,No
39187,4704-80089,Lease,,No,No
39188,4654-28884,Purchase,,No,No
39189,4704-43085,Lease,No,No,No
39190,4704-86264,Power Purchase Agreement,No,No,No
39191,4704-73077,Lease,No,No,No
39192,4657-72705,Purchase,No,No,No
39193,4704-68356,Lease,No,No,No
39194,4704-86668,Power Purchase Agreement,No,No,No
39195,4704-77926,Lease,No,No,No
39196,4702-101511,Purchase,No,No,No
39197,4704-65184,Lease,No,No,No
39198,4704-48298,Power Purchase Agreement,No,No,No
39199,4704-67043,Lease,No,No,No
39200,4704-79136,Power Purchase Agreement,No,No,No
39201,4704-40767,Lease,No,No,No
39202,4704-89513,Power Purchase Agreement,No,No,No
39203,4704-42023,Lease,No,No,No
39204,4704-53132,Lease,No,No,No
39205,4704-83493,Lease,No,No,No
39206,4704-82785,Power Purchase Agreement,No,No,No
39207,4704-85398,Power Purchase Agreement,No,No,No
39208,4704-60892,Lease,No,No,No
39209,4704-84358,Lease,No,No,No
39210,4704-82304,Lease,No,No,No
39211,4704-44529,Lease,No,No,No
39212,4704-78162,Power Purchase Agreement,No,No,No
39213,4704-98953,Lease,No,No,No
39214,4704-87822YY,Lease,No,No,No
39215,4704-96505,Lease,No,No,No
39216,4704-49471,Lease,No,No,No
39217,4704-45713,Lease,No,No,No
39218,4704-46063,Lease,No,No,No
39219,4704-70909,Lease,No,No,No
39220,4704-79067,Power Purchase Agreement,No,No,No
39221,4704-57921,Power Purchase Agreement,No,No,No
39222,4704-51632,Lease,No,No,No
39223,4704-91110,Lease,No,No,No
39224,4704-95684,Power Purchase Agreement,No,No,No
39225,4704-90896,Lease,No,No,No
39226,4704-47328,Lease,No,No,No
39227,4704-83401,Lease,No,No,No
39228,4704-81350,Power Purchase Agreement,No,No,No
39229,4704-56569,Power Purchase Agreement,No,No,No
39230,4669-40629,Lease,No,No,No
39231,4704-54750,Lease,No,No,No
39232,4704-99400,Lease,No,No,No
39233,4704-78595,Lease,No,No,No
39234,4704-50259,Lease,No,No,No
39235,4704-73581,Power Purchase Agreement,No,No,No
39236,4704-92706,Power Purchase Agreement,No,No,No
39237,4704-83677,Power Purchase Agreement,No,No,No
39238,4704-67313,Power Purchase Agreement,No,No,No
39239,4704-56782,Power Purchase Agreement,No,No,No
