$Incentive,Total Nameplate kW DC,Expected KWh Annual Production
14800,5.4,6339
7938.9,6.48,7606
1843.09,4.59,5388
11602.5,8.93,10477
2486.84,4.75,5576
13650,7.8,9156
2180.6,4.08,4789
5997.56,11.22,13170
15120,8.64,10142
18900,5.4,6339
1660.27,3.83,4490
9156,5.23,6142
2029.74,4.08,4789
8171.93,8.58,10072
1923.54,4.08,4789
11902.8,9.16,10748
24948,7.13,8369
12240,3.06,3592
35000,10.34,12138
17280,2.88,3381
3366.22,7.02,8240
12285,7.02,8240
4048.74,7.65,8980
3592.72,7.5,8804
1330.59,3.43,4026
2352,0.67,786
3282.11,4,4695
4161.05,8.55,10036
3461.78,8,9391
1448.86,5.25,6163
35000,10.18,11950
197990,79,92727
21832.5,5.82,6832
13571.25,7.76,9103
19950,5.7,6691
17595.84,11.77,13818
3662,4.58,5374
18600,13.41,15738
55496,59.16,69444
2514.17,5,5869
3262.76,6,7043
16000,8.1,9508
12895.58,9.54,11198
2105.36,5.5,6456
6600,15.7,18425
5040,2.88,3381
4260.55,8.93,10477
29520,8.46,9931
12250,7.96,9338
38295,8.51,9989
4926.94,6.11,7172
3291.67,7,8217
5200,5.2,6104
3883.13,7.41,8698
14399,4.11,4824
18787.5,5.01,5881
31605,9.03,10600
3332.71,7.2,8452
2038.62,4.34,5089
2181.19,5.36,6286
4205.68,9.44,11075
10692.5,6.11,7172
4410.55,9.95,11674
28980,8.28,9719
5574.61,5.2,6104
20384,5.82,6836
5713.59,13.05,15319
125000,25.09,29449
11880,4.32,5071
10020,2.51,2946
3700.7,7.42,8710
16920,8.46,9931
1150.44,2.12,2483
9156,5.23,6142
10500,8.64,10142
2012.9,4.85,5687
17892,5.11,5998
17500,10.14,11903
3662.92,7.65,8980
2643.84,5.15,6039
4538.83,9.81,11515
7560,5.04,5916
3461.15,6.63,7783
10465,5.98,7020
25160,6.72,7888
15092,8.62,10123
3357.69,8.67,10177
2734.03,5.1,5987
4204.95,9.69,11375
17500,10.46,12283
6900,4.6,5400
5148.42,12.6,14790
11655,6.66,7818
24000,6.4,7513
12376,7.07,8301
16450,9.4,11034
1231.56,4.75,5576
12600,7.2,8452
8953.3,9.56,11216
5995.65,12,14086
25000,10.08,11832
14800,5.4,6339
3102.68,2.94,3451
3443.6,8.22,9643
33005,9.43,11069
855.21,1.82,2136
54180,30.96,36342
1896.56,3.92,4601
1773.85,3.83,4490
13455,5.98,7020
17500,10.08,11832
17500,10.4,12208
23562,6.73,7900
1854.84,3.83,4490
10752,1.79,2101
30870,6.6,7747
17500,10,11738
4147.7,5.25,6163
16500,10.14,11899
16000,8.1,9508
26967.5,15.41,18089
14139.08,9.16,10748
21397.48,11.73,13769
22545,5.01,5881
2499.25,5.36,6286
30200,8.4,9860
3437.68,2.64,3099
17500,10.29,12079
4163.42,8.91,10459
3621.11,7,8217
17150,4.9,5752
4215.74,7.85,9212
8452.5,4.83,5670
23000,6,7043
32928,9.41,11046
1572.3,3.83,4490
6699.1,6.24,7325
7346.12,9.81,11515
3026.29,6.89,8082
15470,8.84,10377
4007.89,8.32,9766
14625,3.9,4578
3724.1,8.67,10177
2242.51,6.63,7783
12915,3.69,4331
12495,7.14,8381
2520,4.5,5282
21168,6.05,7102
3651.92,8.16,9579
24255,6.93,8135
32200,9.2,10799
3273.97,6.75,7923
10500,6.28,7372
16226,9.27,10884
12880,3.22,3780
14490,6.44,7560
3386.73,6.89,8088
2361.46,4.94,5793
3460.73,7.91,9279
7123.49,7.84,9203
22545,5.01,5881
9952.03,11.88,13945
4812.18,11.66,13687
21840,6.24,7325
21128,5.38,6311
14000,10.46,12283
2800,2.8,3287
37260,9.94,11668
17500,10.08,11832
22540,6.44,7560
3357.76,7.5,8804
2979.85,6.12,7184
4243.39,8.32,9766
27500,10.08,11832
4614.56,9.75,11445
3418.39,8.75,10271
17200,14.49,17009
3443.06,8.33,9778
21600,3.6,4226
14700,7.35,8628
21952,6.27,7360
17500,10.12,11879
9540,6.36,7466
11956,6.83,8020
17500,10.2,11973
1610.02,3.06,3592
5635,3.22,3780
2519.16,5.75,6750
16500,10,11738
3509.6,7.65,8980
17640,10.08,11832
13769.52,11.45,13435
8268.75,4.73,5546
6485.16,5.39,6327
22500,10.12,11879
1281.24,3.57,4191
28800,4.8,5634
69090,39.48,46343
2804.83,7.94,9320
3056.87,6.89,8082
3701.34,6,7043
5360.03,7.84,9203
82705,33.08,38833
15890.5,5.88,6902
3572.71,8.1,9508
4410,2.52,2958
7560,4.32,5071
7106.27,5.64,6615
19028.99,5.61,6585
35000,10.32,12114
45084,60.17,70628
28175,8.05,9449
8959.48,8.82,10353
4121.57,8.67,10177
24300,6.48,7606
12483.4,10.12,11879
3425.87,6.67,7830
20040,5.01,5881
4743.36,9.95,11674
14280,8.16,9579
13174.96,8.18,9596
25200,18,21129
4255.37,8.7,10212
12753,8.5,9980
12250,7.05,8276
19440,5.18,6080
19440,4.32,5071
7000,2,2348
35000,15.91,18676
2575.72,6.38,7483
3849.98,8.16,9579
16560,8.28,9719
22770,8.28,9719
18900,10.8,12677
7781.55,6.48,7606
6210,6.21,7290
12240,3.26,3827
2560,6.4,7513
2687.32,6.63,7783
2534.37,6.89,8082
5347,9.16,10748
1512,0.43,505
7598.99,6.5,7630
2958,5.36,6286
12880,3.68,4320
3780,1.01,1186
13230,3.78,4437
4855.85,9.95,11674
21560,5.52,6480
2787.31,5.75,6750
1883.38,3.75,4402
2623.76,5.36,6286
17280,4.32,5071
14217.5,5.17,6069
28080,7.49,8792
14620,7.31,8581
13341.76,8.84,10377
21735,6.21,7290
1913.94,4.08,4789
525,0.14,164
4392.06,9.69,11375
3545.73,6.62,7765
47500,10.08,11832
13860,3.96,4648
7560,4.32,5071
17325,9.9,11621
2540.33,4.85,5687
5489.1,12.43,14586
1609.75,3.32,3891
5793.17,13.26,15565
9468.06,6.5,7630
28875,8.25,9684
6053.59,11.77,13818
10045,2.87,3369
17500,10.11,11862
2193.88,5.88,6902
4308.19,8.48,9954
27950,7.65,8980
1855.08,4.08,4789
47424,9.98,11715
27370,7.82,9179
35180,10.12,11879
1860.33,4.08,4789
3220,1.84,2160
10800,1.8,2113
35000,10,11738
16632,4.75,5576
12600,7.2,8452
2275.01,5.87,6885
9720,2.16,2535
4698.23,6,7043
2693.71,5,5869
4443.17,9,10565
26950,7.7,9039
12250,7.36,8639
11340,3.24,3803
15000,4.55,5341
5861.87,4.5,5282
2167.28,3,3522
17500,13.08,15354
48000,9.6,11269
2906.41,5.75,6750
15120,8.64,10142
10867.5,6.21,7290
18375,4.9,5752
6107.25,7.5,8804
11250,3,3522
17500,10,11738
2522.89,6.75,7923
8829,5.89,6909
28800,5.76,6761
5620.59,12.75,14966
19780,9.89,11609
1570,3.92,4606
2690.12,7.91,9279
12390,7.08,8311
24255,6.93,8135
27720,7.92,9297
2347.78,5.5,6456
17500,10.4,12208
25760,7.36,8639
17500,10.46,12283
3878.98,8.16,9579
1397.95,3.5,4108
14850,9.9,11621
4779.78,9,10565
15785,4.51,5294
35750,11,12912
19968,4.99,5857
10920,10.92,12818
6008.41,7.99,9379
4439.18,10.46,12272
12250,8.74,10259
27370,7.82,9179
3177.6,7.91,9279
3238.58,8.16,9579
9800,2.99,3510
1428.99,3.84,4508
10472,2.99,3510
5884,4.56,5353
23220,5.16,6057
36000,7.2,8452
16014.36,11,12912
3997.29,7.14,8381
17500,10.4,12208
8061.42,6.5,7630
2858.2,6,7043
17500,10.08,11832
14080,5.04,5916
17500,10.12,11879
4070,1.48,1737
9152,3.33,3907
16320,4.08,4789
6384.98,8.25,9684
3044.12,6.62,7765
16450,9.4,11034
10010,5.72,6714
2451.31,4.9,5752
65000,72,84516
2816.63,5.39,6327
172000,130.8,153538
2834.16,6.37,7477
6403.97,11.66,13687
11220,2.99,3510
17500,11.02,12936
6284.35,11.39,13370
30625,8.75,10271
6300,3.15,3698
60060,40.76,47840
21168,6.05,7102
37087.5,9.89,11609
4492.03,8.1,9508
4500,4.5,5282
31500,6.3,7395
22960,6.56,7700
32400,6.48,7606
18620,5.32,6245
18720,4.99,5857
35552,10.37,12173
11480,3.28,3850
3111.64,7.65,8980
3522.18,8.42,9878
12250,7.2,8452
15600,3.9,4578
3840.09,6.75,7923
7245,4.14,4860
5639.23,11.97,14051
12480,3.33,3909
14306.25,8.18,9596
515.13,1.68,1972
28000,8,9391
2843.86,5.32,6245
3105.65,6.62,7765
41400,9.2,10799
12220,6.11,7172
17500,10.08,11832
11760,6.72,7888
3138.44,6.25,7337
25987.5,7.43,8722
11065.34,7.85,9212
15435,4.41,5177
10500,6,7043
4402.24,9.8,11504
2667.33,6,7043
32640,8.16,9579
4865.54,11.52,13517
5311.89,11.52,13523
4632.32,11.75,13793
4570.61,9.75,11445
9200,4.6,5400
1625.38,3.57,4191
8315.31,7.26,8522
4100,2.05,2406
2425.73,6.38,7483
4285.19,10.6,12443
2343.93,4.75,5576
17500,10.14,11903
7350,4.2,4930
19550,7.82,9179
17500,10.11,11862
7350,4.2,4930
4056.81,9.18,10776
25300,9.2,10799
22575,6.02,7067
16980.47,13.73,16122
17500,10.13,11885
4463,6.16,7231
2010.78,4.59,5388
12120.21,9.5,11151
10867.5,6.21,7290
6214.21,15.3,17960
4767.47,4.75,5576
19600,5.6,6574
5021.91,6.5,7630
4082.34,8.48,9954
13650,9.1,10682
1750,1.13,1321
7525,4.3,5048
45300,10.12,11879
27000,5.4,6339
5292,5.88,6902
36450,12.15,14262
5827.5,3.33,3909
21560,5.52,6480
22500,6,7043
5677.93,13.01,15266
17200,16.35,19192
31500,9,10565
69300,46.2,54231
33660,8.98,10541
14000,4,4695
5067.61,9.9,11621
16450.26,34.68,40709
2905,5.32,6245
3896.03,7.42,8710
2631.67,6.38,7483
4900,1.4,1643
8750,5.88,6902
13685,7.82,9179
20160,11.52,13523
33800,9.6,11269
2081.75,5.61,6585
18920,9.46,11105
3383.77,7.4,8681
42240,15.36,18030
3964.45,3.12,3662
34650,9.9,11621
35000,10.13,11891
20527.5,11.73,13769
35000,10.8,12677
4037.21,9.18,10776
125819.35,94.5,110928
4830,2.76,3240
127000,100.21,117625
4410,2.52,2958
1008.07,2.55,2993
12250,7.05,8276
6600,14.58,17115
5824,8.32,9766
15015,4.29,5036
14400,2.4,2817
25000,10.37,12170
3774.89,7.35,8628
2728.23,5.61,6585
87500,50.4,59162
40320,23.04,27045
2878.29,5,5869
19994,6.21,7290
16000,8.64,10142
44400,8.88,10424
4200,1.12,1315
17500,10.13,11885
4560,2.28,2676
9660,5.52,6480
11287.5,3.23,3792
14280,8.16,9579
1994.64,3.75,4402
31500,9,10565
4520.97,8.75,10265
6600,15.5,18195
3994.41,7.04,8258
7245,4.14,4860
35000,10,11738
2157.59,5.4,6339
2078.62,5.39,6327
5541.53,5.18,6075
29610,8.46,9931
17500,10.4,12208
4735.6,10.78,12654
26775,7.65,8980
58125,15.25,17901
87400,34.96,41037
16709,9.55,11208
7380.5,8.33,9778
4118.37,9.95,11674
5098.85,4.77,5599
12862.5,7.35,8628
20000,10.34,12138
12949.2,7.85,9212
16000,3.2,3756
35000,10.32,12114
10500,7.8,9156
29920,10.88,12771
21840,16.8,19721
47500,10.08,11832
144700,39.9,46836
6867,3.92,4606
14280,7.14,8381
7350,4.2,4930
17820,6.48,7606
4314.32,9.18,10776
2488.65,5.64,6615
31500,12.6,14790
21840,5.82,6832
35000,10.08,11832
7650,7.65,8980
27300,7.8,9156
35000,10.08,11832
26600,7.6,8921
9524.25,6.5,7630
18000,9,10565
10987.2,7.85,9212
5579.35,13.26,15565
8575,4.9,5752
35000,10.11,11868
17500,10.08,11832
3848.54,7.84,9203
2657.24,7.91,9279
3519.73,6.96,8170
2172.66,3.92,4606
7553.75,7,8217
86800,49.6,58222
2445.3,4.85,5687
14800,5.4,6339
7920.66,9.18,10776
14369.09,13.72,16105
4482.04,10.2,11973
25740,6.86,8053
9030,5.16,6057
10920,6.24,7325
13440,7.68,9015
5436.59,12.5,14667
32200,9.2,10799
39412,9.85,11562
14217.5,5.17,6069
5930,3.68,4320
2318.02,4.8,5634
2909.86,5.5,6456
2394.9,5.87,6885
40000,10.03,11774
3256.23,8.93,10477
21560,5.52,6480
1500.73,3,3522
37030,21.16,24838
9432.5,5.39,6327
10450,4.3,5048
16305.67,12,14086
8100,2.16,2535
6580,1.88,2207
2863.49,5.87,6885
4471.7,10.07,11821
31680,7.04,8264
6600,17.85,20953
9639,13.77,16164
28050,7.48,8780
5027.05,5.39,6327
4303.71,9.95,11674
5916.9,4.41,5177
16555,9.46,11105
12600,3.6,4226
22000,5.5,6456
13329.1,8.67,10177
8000,3.2,3756
60000,10.08,11832
37260,9.94,11668
2039.78,4,4695
12194,9.38,11011
7755,5.17,6069
3965.58,8,9391
25368.8,9.23,10835
10890,2.42,2841
2176.35,5.61,6585
14400,2.4,2817
4650.73,9.16,10748
4662.21,9.31,10928
9080.44,7.25,8510
22540,6.44,7560
33787.5,9.01,10576
3005.31,5.36,6286
16200,4.32,5071
2544.25,5.83,6843
3536.21,7.14,8381
6046.59,13.52,15870
2260.2,5.1,5987
25088,7.17,8416
16709,9.55,11208
13090,7.48,8780
14720,7.36,8639
5177.82,10.71,12572
128302,120.34,141255
27216,7.78,9132
14040,9.36,10987
11672.5,6.67,7830
35000,17.25,20249
3290.51,7.14,8381
1890,1.08,1268
17500,10.08,11832
26400,4.4,5165
27000,7.2,8452
8502,6.54,7677
15750.76,13.73,16122
12580,6.29,7383
3337.33,6.54,7677
2392.54,6.36,7466
11200,6.4,7513
2704.32,5,5869
38108,22.28,26147
2828.21,5.88,6902
9117.5,5.2,6104
3385.39,7.84,9203
20120,5.04,5916
5886,5.89,6909
2054.96,4.34,5089
4106.19,9.07,10641
8011.5,4.58,5374
13749.5,5.04,5916
9156,5.23,6142
1103.32,2.21,2588
4455,1.62,1902
3577,6.5,7630
11760,6.72,7888
2287.8,5.15,6039
3700.11,7.56,8874
14000,8,9391
2177.31,3.92,4601
69090,39.48,46343
29640,7.9,9273
22440,5.61,6585
13440,7.68,9015
3226.98,8.75,10271
7728.07,7.25,8504
20384,5.82,6832
2792.61,5.56,6525
10560,5.28,6198
2897.68,7.4,8681
22500,6,7043
3967.01,10.25,12032
4047.64,10.2,11973
9720,2.16,2535
34776,9.94,11668
38400,7.68,9015
13282.5,7.59,8909
37005,21.47,25196
18375,5.25,6163
15000,3,3522
5814,14.54,17062
36400,28,32868
6600,13.25,15553
12880,7.36,8639
1104.94,3,3522
2505.23,4.59,5388
23760,5.28,6198
83160,47.52,55781
3427.93,7.11,8340
9530.9,8.64,10142
8925,5.1,5987
7200,2.4,2817
129100,59.4,69726
28800,7.2,8452
7699.5,2.88,3381
9342.28,7.14,8381
33428,9.89,11609
21112,6.03,7078
29400,8.4,9860
35000,11.5,13499
6440,3.68,4320
14080,5.04,5916
3453.29,7.91,9279
2926.56,6.63,7783
8640,4.32,5071
4252.14,9.18,10776
13440,7.68,9015
24024,6.86,8053
10800,1.8,2113
6880,3.44,4038
31500,9,10565
9587.5,4.14,4860
27750,7.4,8686
24150,6.9,8099
8600,4.3,5048
16632,4.75,5576
7247.74,5.39,6327
33000,8.8,10330
3156.88,8.48,9954
3415.18,6.87,8061
3761.73,7,8217
87500,50.05,58751
21157.5,6.05,7102
5844.99,12.5,14667
7616.73,6,7043
7560,4.32,5071
34615,9.89,11609
2974.79,6.25,7337
4291.01,6.37,7477
18480,5.28,6198
16600,6.3,7395
11760,6.72,7888
13734,7.85,9212
4243.59,10.8,12677
6101.69,12.04,14133
5226,6.7,7865
3271.15,7.14,8381
16040,6.02,7067
3117.64,6.72,7888
19200,3.2,3756
4221.21,8.67,10177
10237.5,5.85,6867
27225,9.9,11621
10080,5.76,6761
3873.2,8.09,9490
4882.6,9.44,11075
4879.62,9.18,10776
3287.01,6,7043
19480,7.74,9086
16000,8.1,9508
3026.13,5.25,6163
11051.82,8.5,9978
4410,2.52,2958
21000,6,7043
8820,5.04,5916
17500,10.12,11879
35000,10.08,11832
17290,9.88,11598
2554.85,5,5869
33080,9.36,10987
12880,7.36,8639
2226.06,4.25,4989
15000,4,4695
16632,4.75,5576
4407.39,5.75,6750
12696.07,10,11738
99000,135.38,158912
3416.97,8.67,10177
4187.72,7.8,9156
33350,8.1,9508
87360,49.92,58598
28512,10.37,12170
24635,7.36,8639
22950,6.12,7184
3944.2,8.18,9596
3055.97,7.14,8381
24000,6.4,7513
172000,124.41,146037
1599.63,4.34,5089
2536.37,6.13,7190
5627.82,10.92,12818
4394,3.38,3968
16537.5,9.45,11093
3047.52,5.78,6779
2677.82,5.87,6885
4133.89,8.25,9684
7903.82,6.38,7483
5500.97,12.5,14667
1633.85,3.68,4314
78720,19.68,23101
34650,9.9,11621
35000,10.25,12032
2137.46,4.59,5388
18143.68,12.32,14462
7980,4.56,5353
19845,5.67,6656
12880,3.22,3780
35280,20.16,23665
4485.51,10.46,12272
9156,5.23,6142
34125,9.75,11445
4427.5,2.53,2970
2657.09,6.38,7483
6720,3.84,4508
34500,9.2,10799
25500,6.8,7982
32120,10.35,12149
1347.95,2.5,2935
19625,6.21,7290
9000,10,11738
28175,16.1,18899
15385.6,13.92,16340
8720.41,6.9,8099
8085,5.39,6327
20475,8.19,9614
13644.17,9.8,11504
11830,6.76,7935
50000,10,11738
5588.78,5.64,6615
35000,11.04,12959
35000,10.18,11950
6581.3,1.76,2066
17500,10.13,11885
20000,10.12,11879
5311.48,7.25,8510
17640,3.92,4601
8400,4.8,5634
10080,5.76,6761
22680,5.04,5916
22500,4.5,5282
17500,10.24,12020
104105.67,70.73,83020
11270,6.44,7560
3000.96,8.25,9684
32760,9.36,10987
2172.96,5.61,6585
28750,8.28,9719
2448.13,5.23,6142
18600,20.36,23894
14400,3.6,4226
11812.5,6.75,7923
76375,30.55,35861
3877.49,7.14,8381
18480,5.28,6198
2720.95,5.36,6286
9120,2.28,2676
30000,12,14086
7037.27,7,8217
28980,8.28,9719
37800,15.12,17748
2868.49,6.63,7783
1938.94,5.39,6327
11250,3,3522
12240,3.06,3592
3506.44,8.48,9954
3037.27,5.5,6456
28980,8.28,9719
27300,7.8,9156
6358.95,6.25,7337
16500,10,11738
12320,7.04,8264
5560.62,12.24,14368
6435.29,9,10565
17500,10.46,12283
3674.32,8.37,9825
10800,1.8,2113
5088.04,6.5,7630
27500,10.11,11868
19320,5.52,6480
7402.5,4.23,4965
9712.5,5.55,6515
5717.12,13.26,15565
10973,6.27,7360
3086.25,6.25,7337
24997,10.11,11862
1863.35,5.1,5987
3218.42,7.11,8340
5058.04,10.97,12871
154338.02,99,116210
22500,22.5,26411
14332.5,4.1,4807
3348.42,6.12,7184
2015.53,5.1,5987
2455.9,5.5,6456
34884,11.63,13649
17710,5.06,5940
3670.7,7.8,9156
6825,3.9,4578
4199.39,9.18,10776
8486.8,6.24,7325
13000,10.79,12667
16100,4.6,5400
9072,2.59,3040
1248.77,3.24,3803
36540,20.88,24510
10117.5,2.7,3169
39520,9.88,11598
35510,10.34,12138
35000,10.12,11879
3870.57,4.14,4860
3709.85,4.56,5353
44370,9.86,11574
18000,3.6,4226
15000,10.46,12283
13685,7.82,9179
34560,5.76,6761
34650,9.9,11621
35000,10.12,11879
7650,7.65,8980
60430,43.16,50668
12740,7.28,8546
50000,10.08,11832
39600,7.92,9297
3813.08,7.4,8681
6603.69,7.42,8710
14976,18.81,22080
15015,8.58,10072
7087.5,4.05,4754
16511.25,9.44,11075
10036.18,8.58,10066
9555,2.73,3205
10374,5.93,6959
3819.52,8.75,10265
6272,1.79,2101
20795,5.27,6180
2770.03,5.87,6885
9870,5.64,6620
2804.36,5.61,6585
10372,10.75,12619
35000,10.34,12138
36717.85,8.97,10529
60000,10.56,12396
35000,10.12,11879
13795.8,11.18,13124
3858.95,7.25,8510
4560.12,5.5,6456
2848.65,6.38,7483
5155.28,5.39,6327
12250,7.4,8686
59800,11.96,14039
7612.8,5.86,6874
16100,4.6,5400
23202,7.36,8639
1440.1,2.5,2935
7380,4.23,4965
2763.82,6.12,7184
14000,4,4695
17200,13.73,16122
39412,9.85,11562
16380,4.37,5130
4909.1,11.13,13065
2908.55,6.36,7466
19200,3.2,3756
2916.71,8.5,9978
2462.2,6.12,7184
2864.88,6.12,7184
15246,4.36,5118
87500,50.83,59666
16800,4.2,4930
2670.51,5.25,6163
2757.44,7.25,8510
2072.19,3.92,4601
34776,9.94,11668
17500,10.08,11832
11156.25,6.38,7483
2596.3,5.23,6142
34615,9.89,11609
15000,10.14,11899
859.38,2.4,2817
2704.06,5.13,6022
14400,2.4,2817
15000,3,3522
19425,11.1,13030
10063.17,6.54,7677
14490,8.28,9719
37500,10.08,11832
19320,5.52,6480
35000,10.34,12138
3102.62,6.12,7184
4457.22,11,12912
10758.87,10.05,11791
11816.84,10.78,12654
4097.99,8.1,9508
6600,13.8,16199
1258.1,2.45,2876
45000,10.15,11914
17325,9.9,11621
16560,4.14,4860
16380,4.68,5494
3054.59,7.4,8681
17500,10.34,12132
6020,1.72,2019
17500,10.8,12677
8636.25,4.94,5793
5553.25,3.71,4355
2637.94,5.1,5987
19665,8.74,10259
28980,8.28,9719
2916.29,6.62,7765
34568,9.86,11569
17500,10.25,12032
9000,2.25,2641
5255.25,3.19,3739
2862.35,5.88,6902
17500,5.4,6339
16768.07,12.4,14550
22500,10.08,11832
44550,9.9,11621
5320.42,11,12912
39936,9.98,11715
1160.27,2.3,2694
11527.5,7.69,9021
24948,7.13,8369
18900,5.4,6339
3725.96,4.9,5752
22575,9.03,10600
1934.53,3.5,4108
14487.03,10.35,12149
11040,5.52,6480
1804.28,3.51,4120
29040,10.56,12396
2770.91,6,7043
82720,25.09,29449
2070.82,4.08,4789
2239.71,4.23,4965
3120.53,6.5,7630
13860,3.96,4648
7616,2.18,2559
2644.01,5,5869
29890,17.08,20049
101500,25.5,29933
45000,10.2,11973
51800,29.6,34746
20000,10.35,12149
36000,6,7043
16059.94,12.32,14462
13720,7.84,9203
9120,2.28,2676
24750,4.95,5811
12300,3.28,3850
2971.74,7.91,9279
11560,5.04,5916
62002.02,51.04,59913
48000,11.2,13147
15092,8.62,10123
11025,3.15,3698
5919.28,13.2,15495
3362.96,6.63,7783
11422.16,11.52,13517
16560,4.14,4860
4788.77,12.25,14380
3370.73,7.95,9332
18060,5.16,6057
3097.51,6.89,8082
7560,2.16,2535
14305.5,8.67,10177
8043.8,2.15,2524
4237.53,7.91,9279
84480,30.72,36060
2317.71,4.17,4889
14878.5,8.5,9980
5620.89,14.84,17414
7245,4.14,4860
4245.93,4.58,5374
33810,9.66,11339
5180,2.96,3475
37406.3,9.98,11715
39600,6.6,7747
2578.24,5.23,6142
1713.09,4.23,4965
2905.89,7.65,8980
7444.8,8.46,9931
5724.22,8.25,9684
2468.99,5.13,6022
21560,5.52,6480
13597.5,7.77,9121
20125,5.75,6750
1226.07,3.57,4191
38394,8.53,10013
1835.13,4.85,5687
34440,9.84,11551
17325,4.95,5811
5063.24,11.99,14068
4456.34,9,10565
1576.11,4.08,4789
14400,2.88,3381
4410,2.52,2958
37440,9.98,11715
5647.78,13.52,15864
44505,9.89,11609
4640.57,6.62,7765
12320,7.04,8264
17500,10.46,12283
4962.03,9.9,11621
16100,9.2,10799
2962.04,6.5,7630
14280,8.16,9579
16500,10.46,12283
3270,3.27,3838
2324.38,6,7043
14490,8.28,9719
1820,3.5,4108
32314.5,7.18,8428
5777.66,4.66,5464
1739.56,3.75,4402
17403.75,9.95,11674
2670.08,4.75,5576
14175,8.1,9508
15802.5,9.03,10600
11340,5.04,5916
2563.4,6,7043
37500,10,11738
3748.67,8.42,9878
16320,4.08,4789
9814.02,8.16,9579
11330.55,6.87,8061
23205,6.63,7783
26325,7.02,8240
15480,7.74,9086
13734,7.85,9212
4284,6.63,7783
30590,8.74,10259
13982.5,7.99,9379
14805,8.46,9931
3818.04,3.25,3815
21735,6.21,7290
2078.97,4.08,4789
15200,3.8,4461
18340,5.64,6620
23630,6.21,7290
3540.97,8.67,10177
8288.38,7.2,8452
34496,9.86,11574
5474.72,16.5,19368
2905.98,6.12,7184
2003.87,4.17,4895
10500,9.81,11515
21200,5.4,6339
4698.94,10.2,11973
5040,5.04,5916
17500,10.11,11862
1643.63,4.16,4883
6714.09,10.29,12079
16800,4.8,5634
21128,5.38,6311
7325,10.46,12283
28350,8.1,9508
19760,4.16,4883
37500,10.2,11973
13720,7.84,9203
12250,7,8217
21375,5.7,6691
2883.11,7.02,8240
2042.67,4.34,5089
752.81,1.53,1796
15340,7.56,8874
19040,5.44,6386
3120,2.08,2442
60000,10,11738
16720,6.08,7137
47481,10,11738
17500,10.46,12283
3943.86,7.5,8804
18900,4.2,4930
10920,6.24,7325
9711.9,5.89,6909
23040,3.84,4508
19320,5.52,6480
14000,4,4695
1324.96,3.18,3733
36864,6.14,7207
6519.46,6.62,7765
3709.55,9.44,11075
21168,6.05,7102
3865.32,8.42,9878
21120,7.68,9015
71280.88,49.5,58105
2940,1.68,1972
7840,4.48,5259
34500,9.2,10799
3083.37,6.5,7630
3923.97,9.44,11075
14962.5,8.55,10036
19600,5.6,6574
7831.34,6.62,7765
21000,6,7043
17500,10.12,11879
5000,1,1174
9856,2.82,3310
3190.18,8.67,10177
6000.96,6.58,7724
14175,3.15,3698
3276.47,7.25,8510
14000,4,4695
8750,5,5869
2947.49,5.5,6456
3267.01,8.64,10142
14800,2.96,3475
10172.25,7.75,9097
3450,1.38,1620
8400,4.2,4930
9380,5.36,6292
12449.98,8.28,9719
4006.68,10.29,12079
3106.27,6.1,7155
25200,6.3,7395
20640,5.16,6057
25200,7.2,8452
3399.27,7.65,8980
5201.01,6.96,8170
17500,10.05,11791
31680,5.28,6198
3051.87,5.89,6909
