,Project Number,Project Cost
18530,4175-25243,36660
18531,4224-39686,30162
18532,4355-64270-GJ,30636
18533,4533-85977,22680
18534,4170-133,31050
18535,4493-51267,11057.75
18536,4629-51059-GJ,42000
18537,4355-60389-GJ,58430
18538,4590-29764,40276
18539,4362-32469,21455.5
18540,4376-0102-Financing,37457
18541,4362-26756,250992
18542,4433-46738,34765.68
18543,4147-010,29400
18544,4493-51818-GJ,32125
18545,4630-100190,18002
18546,4493-27753,31442
18547,4119-005,24923.12
18548,4481-22375,317559.4
18549,4502-73063-GJ,16700
18550,4170-129,25200
18551,4158-120,58597
18552,4116-105,189000
18553,4117-027,77500
18554,4211-27063,33408
18555,4497-30175,34494
18556,4373-35271,20574
18557,4493-26232,25198
18558,4170-162,36600
18559,4643-29257,33432
18560,4116-51254,17875
18561,4355-55799,55051
18562,4555-51497,32463
18563,4502-50468-GJ,26000
18564,4170-118,30315
18565,4116-29363,22912
18566,4161-22436,23000
18567,4643-30562,31044
18568,4211-41756,27628
18569,4154-68246-GJ,43187
18570,4376-0166-Financing,26026.87
18571,4247-70195,49000
18572,4375-23974,383000
18573,4376-79196-GJ,38726.03
18574,4362-34010,104579.8
18575,4548-26082,59565
18576,4355-84520-GJ,38002
18577,4493-48753-GJ,41275
18578,4633-82130,22218
18579,4493-29150,32850
18580,4355-59410-GJ,20747
18581,4170-017,200880
18582,4555-45705-GJ,31270
18583,4362-63924,632448
18584,4594-45894,47750.01
18585,4154-70509,52385
18586,4147-39131,27500
18587,4116-20466,29232
18588,4116-44814-GJ,16290
18589,4433-50040,40365
18590,4247-65501,48000
18591,4156-36232,42016
18592,4354-76502-GJ,36229.79
18593,4443-83948,13664
18594,4493-36029,42300
18595,4116-32802,43472
18596,4116-29681,91650
18597,4433-64961-GJ,26428
18598,4635-30800,15410
18599,4355-61831-GJ,39897
18600,4355-50899-GJ,32374
18601,4376-0336-H-Financin,41348.29
18602,4158-024,54537
18603,4116-65896,68442
18604,4211-67603-GJ,26000
18605,4116-20904,32227
18606,4354-68920,21917.2
18607,4548-32513,165000
18608,4354-97530,23228.08
18609,4521-30475,32818.24
18610,4611-36151,42974
18611,4548-102876,99770.4
18612,4135-30444,18187.5
18613,4355-65300-GJ,31180
18614,4362-47257,36720
18615,4170-116,36500
18616,4564-47897,26091
18617,4643-27830,33432
18618,4119-31831,41608
18619,4188-010,45800
18620,4493-29557,49938
18621,4493-25668,34880
18622,4493-33061,39153
18623,4555-72525-GJ,14062
18624,4362-33112,260000
18625,4533-87236,35711
18626,4355-92093-GJ,44713
18627,4355-67912-GJ,43717
18628,4355-47579-GJ,42691
18629,4548-78392,24828
18630,4243-47909-GJ,40712
18631,4116-19669,251323
18632,4493-55901-GJ,23066.9
18633,4473-66928,32740
18634,4493-28634,21600
18635,4301-60053,60793.08
18636,4116-25417,157596.69
18637,4116-100956,38623.75
18638,4433-63170-GJ,38089
18639,4154-91420,36546
18640,4244-19966,26500
18641,4116-074,38871.9
18642,4473-23698,29736
18643,4154-94917,28124
18644,4202-42769,267239
18645,4382-98128,7569
18646,4376-62377,16409
18647,4643-30827,31044
18648,4354-97047,18193
18649,4260-52444,28985
18650,4507-21378,27835
18651,4376-63957-GJ,24651.83
18652,4548-76624-GJ,23976
18653,4147-32435,35422
18654,4635-71510,28700
18655,4493-52190-GJ,37485
18656,4355-77001-GJ,29745
18657,4433-60140-GJ,41915
18658,4493-26639,26400
18659,4233-002,34000
18660,4116-34442,30000
18661,4260-40941,15400
18662,4629-62314-GJ,39275
18663,4443-88896,32130
18664,4439-23843,42000
18665,4154-67032-GJ,45714
18666,4629-90780,13705.7
18667,4373-101730,33472
18668,4493-45289-GJ,53200
18669,4154-71872-GJ,38636
18670,4564-20933,44738
18671,4170-24740,42688.8
18672,4555-84147,16918
18673,4533-44088-GJ,22750
18674,4281-44821,20790
18675,4147-50725,36000
18676,4548-72097-GJ,46814
18677,4160-67033,53115
18678,4373-22012,24288.45
18679,4493-23721,39200
18680,4362-46088,41967.06
18681,4154-84355-GJ,44261
18682,4629-81643-GJ,26928
18683,4629-89365-GJ,31813.83
18684,4473-52653-GJ,52362
18685,4443-37269,12896
18686,4170-024,35842.52
18687,4473-25404,57782
18688,4116-47061,18054
18689,4493-35030,38675
18690,4355-91381-GJ,23387
18691,4116-45110,16500
18692,4154-94892-GJ,58557
18693,4117-101739,212160
18694,4376-92816,43237.69
18695,4154-61442,58164
18696,4611-100811,26396
18697,4533-49509,39000
18698,4156-79605,42500
18699,4355-69903-GJ,31750
18700,4243-57390,34225
18701,4116-27977,25943.96
18702,4376-51436,28041.58
18703,4170-170,49815
18704,4156-78259,25425
18705,4355-92121-GJ,43560
18706,4376-0287-Financing,52486.14
18707,4533-68402,18000
18708,4333-010,25239.75
18709,4376-49024,26464.6
18710,4170-149,474862.5
18711,4281-79692,28478
18712,4585-43083-GJ,44920
18713,4323-44339,15000
18714,4161-005,44870
18715,4181-005,40283.2
18716,4160-51204,34968
18717,4202-28203,28079.98
18718,4521-80363,35901
18719,4354-37237,20463.75
18720,4170-20056,23530.5
18721,4183-66596,37232
18722,4355-50516,61038
18723,4635-42669,28766.55
18724,4502-0204-Financing,18251
18725,4116-110,29403
18726,4362-20990,245000.8
18727,4548-35031,17190
18728,4183-68331,25140
18729,4116-23832,158340
18730,4116-83066,25807.5
18731,4158-023,27807
18732,4493-27470,38472
18733,4376-35848,33472.56
18734,4250-19784,32256
18735,4533-97132,9187.6
18736,4147-41990,35548
18737,4335-49933,20400
18738,4354-97042,19861.12
18739,4627-99538,24750
18740,4147-015,39270
18741,4376-56796-GJ,39455.17
18742,4362-35868,603900
18743,4548-24877,171312
18744,4493-30243,43500
18745,4116-95760,25265
18746,4355-84386,41963
18747,4643-28363,35820
18748,4202-24221,363000
18749,4594-48833-GJ,46561.84
18750,4548-97665,13267.79
18751,4116-36573,42712.5
18752,4533-64261-GJ,28000
18753,4433-59006-GJ,45623
18754,4202-100070,65875.76
18755,4630-36338,45408
18756,4260-29055,18900
18757,4404-30327,42454
18758,4633-100055,31215
18759,4635-61939,44500
18760,4611-24274,41548
18761,4508-22091,27972.13
18762,4283-20315,48570
18763,4355-0046-Financing,40949
18764,4376-71682,92932
18765,4154-47086-GJ,48691.84
18766,4183-91097,44998.47
18767,4124-048,26240.69
18768,4555-72764,10331
18769,4117-36881,44050
18770,4362-65916,632448
18771,4611-48529,35392
18772,4355-67923,27566
18773,4604-40823-GJ,54249.01
18774,4206-010,43692
18775,4611-32311,28612
18776,4148-25808,50050
18777,4355-56663-GJ,44380
18778,4533-37035,29880
18779,4135-20672,21016
18780,4247-79808,32457.6
18781,4119-72654,54720
18782,4502-55762-GJ,34272
18783,4629-0367-Financing,48998
18784,4174-001,40049
18785,4473-66278,32477.6
18786,4355-75558-GJ,36171
18787,4116-33317,19575
18788,4154-48042,36862
18789,4154-89927,45054.8
18790,4629-71156,53636
18791,4376-96087-GJ,34578.37
18792,4116-31005,18345.6
18793,4116-43828,22066
18794,4633-72755,23032.32
18795,4376-60737,297837
18796,4643-31635,24990
18797,4244-19960,43400
18798,4585-92400,30276
18799,4116-47758,9882.5
18800,4354-70433-GJ,17411.56
18801,4502-29379,26900
18802,4443-52056,38400
18803,4355-0098-Financing,26551
18804,4609-40675,222600
18805,4183-64371,23348
18806,4340-21493,81594.93
18807,4555-78156,52911
18808,4161-19916,27000
18809,4533-90238,30525
18810,4116-77980,34038
18811,4362-44513,42900
18812,4116-29321,320775
18813,4281-70601-GJ,14160
18814,4250-40426,35970
18815,4183-60568,58705
18816,4135-29685,33300
18817,4135-044,359100
18818,4611-59085,44855
18819,4354-27347,44237
18820,4502-61972-GJ,39040
18821,4154-47149-GJ,24131
18822,4548-34941,47110.6
18823,4643-28005,28059
18824,4643-32406,32487
18825,4376-56652,26394.48
18826,4493-49866-GJ,26961.5
18827,4355-72795-GJ,27215
18828,4533-86247,12225.6
18829,4323-39893,250124.75
18830,4355-90402-GJ,58379
18831,4493-37681,36861
18832,4328-27361,42103.5
18833,4354-44341,52868.2
18834,4116-30451,33934
18835,4376-87799-GJ,33299.89
18836,4376-66900-GJ,38973.64
18837,4116-88335,12803
18838,4124-017,128096
18839,4611-49906-GJ,17670
18840,4635-51157,13400
18841,4355-0150-Financing,31585
18842,4355-70559-GJ,42121
18843,4116-68399-GJ,15646.5
18844,4422-69053,26901
18845,4116-65001,16149.75
18846,4154-60929-GJ,42920
18847,4154-48236,59732.85
18848,4611-55521,17426
18849,4493-29964,28975
18850,4643-27690,39402
18851,4633-62439,51255
18852,4250-78248,34500
18853,4533-87208,18657.6
18854,4281-64958-GJC,61850
18855,4635-91266,22800
18856,4355-77006-GJ,26574
18857,4635-70198,16700
18858,4116-39047,28875
18859,4643-29721,37014
18860,4627-71477,22350
18861,4355-47842-GJ,58801
18862,4158-20187,26150
18863,4159-002,375709
18864,4154-61576-GJ,28616
18865,4564-50248,51730
18866,4209-003,66594.52
18867,4375-30946,372503.89
18868,4116-36917-GJ,27939
18869,4355-90864-GJ,56310
18870,4116-86507,11340
18871,4629-55534-GJ,39648.75
18872,4154-48074-GJ,29229
18873,4117-003,46480
18874,4643-30277,24576.5
18875,4548-23156,99309
18876,4355-82249,28691
18877,4154-80141,49900
18878,4154-61550-GJ,45991
18879,4564-73574,32609.08
18880,4154-59959-GJ,48446
18881,4355-60735,35983
18882,4202-29666,108289.6
18883,4594-66244,23107.68
18884,4502-26827,17500
18885,4116-32001,26400
18886,4116-76266,21777
18887,4404-23456,75370
18888,4154-73617-GJ,38227
18889,4242-27410,24057
18890,4390-20216,272264.5
18891,4202-24264,92400
18892,4548-100940,30464
18893,4443-69558,31248
18894,4116-94394,13540.8
18895,4564-40762,74995.2
18896,4362-35211,205200
18897,4156-23888,54536
18898,4611-48036,26063
18899,4355-53111-GJ,53213
18900,4433-60654,48985
18901,4493-46824,19550
18902,4533-34890,25440
18903,4443-98924,57660
18904,4533-76177,9940
18905,4643-32127,34272
18906,4120-20035,150550
18907,4548-86939,67797
18908,4630-55077,19931
18909,4629-0340-Financing,49378
18910,4611-63642,41496
18911,4255-22392,70334.31
18912,4643-33655,77469
18913,4260-19304,47254.25
18914,4533-76158,23811.42
18915,4116-102022,31350
18916,4202-19609,276495.76
18917,4281-58300,12608
18918,4355-65299-GJ,37784
18919,4611-45706,17532
18920,4154-50625-GJ,38716.94
18921,4548-73273-GJ,33048
18922,4200-002,381160
18923,4629-77803-GJ,44510
18924,4575-51572,303550.68
18925,4643-26804,46765
18926,4564-44649,24736
18927,4149-42722,27846
18928,4439-31860,12500
18929,4116-94676,46597.5
18930,4633-102652,31930
18931,4609-19857,141555.3
18932,4238-23420,19709.9
18933,4355-67941,49177
18934,4376-93270-GJ,41076
18935,4116-37412,31125
18936,4443-34888,17500
18937,4116-29290,20305.25
18938,4473-88735,30505
18939,4209-19737,85560
18940,4158-20742,74690.08
18941,4643-29102,12860.38
18942,4170-24872,27029.5
18943,4533-72289,27037.5
18944,4124-21352,287500
18945,4147-23437,37969
18946,4590-69442,31869
18947,4116-44575,27228.5
18948,4633-43580,64403
18949,4116-23724,186340
18950,4279-45401,58500
18951,4473-30005,35059.2
18952,4643-30700,30471.88
18953,4119-19604,33070
18954,4354-69878,14328.4
18955,4533-41237,33750
18956,4473-58021,62564
18957,4548-97278,41512.5
18958,4643-31916,49980
18959,4354-101059,36967.5
18960,4643-28293,32238
18961,4202-37197,249500
18962,4116-58572,20160
18963,4183-80729,30715
18964,4376-83019,34883.62
18965,4156-38684,52366
18966,4629-84180YYGJ,22016.8
18967,4464-102506,36392
18968,4611-26592,37520
18969,4116-63910,32299.5
18970,4224-008,22310
18971,4247-76457,20256.6
18972,4373-34233,32620
18973,4354-67270,26859.11
18974,4433-72577-IRH,22171
18975,4340-83855,18500
18976,4443-41190,23868
18977,4355-72425,43487
18978,4362-53711,691740
18979,4235-49570,65463
18980,4630-32254,30945
18981,4154-93577,24594
18982,4116-22644,35774.75
18983,4116-20121,29484
18984,4362-35891,61430
18985,4116-72426,22344.3
18986,4564-37845,244242
18987,4376-68603-GJ,40734.12
18988,4493-48094,34992
18989,4116-102809,27724.5
18990,4629-92836-GJ,29111.5
18991,4627-76464,23500
18992,4421-33131,21402
18993,4590-95716,18200
18994,4443-76603-GJ,26908
18995,4533-98703,25552.8
18996,4362-36600,34500
18997,4443-100827,23350
18998,4355-79225-GJ,71482
18999,4202-24268,97680
19000,4376-60622,29889
19001,4211-47255,19000
19002,4301-20446,91280
19003,4354-69140-GJ,21535.2
19004,4355-71859-GJ,43082
19005,4635-27311,22695
19006,4243-33718,35500.5
19007,4635-30625,49000
19008,4116-100772,23440
19009,4362-38670,217680
19010,4464-101514,30995
19011,4154-53141,28210
19012,4493-31871,33786
19013,4555-49306,24737
19014,4376-90996-GJ,44886.2
19015,4116-100245,15500
19016,4355-60727-GJ,30644
19017,4376-27973,45437
19018,4633-82773,14552
19019,4629-96623,42360
19020,4147-37267,39040
19021,4473-44238-GJ,33708
19022,4362-34882,255274.8
19023,4533-71114,33022.5
19024,4641-23587,45599.09
19025,4354-40734,34351.95
19026,4473-45439-GJ,22761
19027,4629-90984-GJ,38839
19028,4493-26600,34996
19029,4635-56334,33751.2
19030,4116-31002,18742
19031,4160-78785,19702
19032,4175-20849,37296
19033,4355-0357-Financing,48392
19034,4202-22784,31680
19035,4611-72142,15153
19036,4629-96374-GJ,46099.2
19037,4119-25026,111650
19038,4116-38241,17500
19039,4643-32778,58726.5
19040,4154-58351,78283
19041,4473-65421-GJ,28140
19042,4362-37375,316800
19043,4202-34697,155610
19044,4630-97372,24400
19045,4116-33294,35887.5
19046,4116-37315,24375
19047,4564-50708,50858
19048,4116-69441,27702
19049,4154-76992,46688
19050,4375-31025,77788.53
19051,4208-003,50161.66
19052,4503-23848,27818.96
19053,4355-91008-GJ,48718
19054,4635-55648,19760
19055,4202-34695,99750
19056,4355-63101-GJ,41984
19057,4376-96289-GJ,35106.43
19058,4604-30833,43928.12
19059,4188-005,22120
19060,4493-52743-GJ,36720
19061,4116-88620,13051
19062,4355-89136,33800
19063,4564-25706,258708
19064,4611-70519,42183
19065,4117-45332,44370
19066,4376-21011,47932.95
19067,4147-58728,25620
19068,4473-41121-GJ,36000
19069,4643-31676,37485
19070,4643-26797,29321.4
19071,4376-94504-GJ,18436.26
19072,4635-31791,16540
19073,4643-28497,40098.5
19074,4355-86588,36472
19075,4533-61014-GJ,19200
19076,4355-51788,66039
19077,4323-66134,48013
19078,4433-70356,17992
19079,4362-35395,21240
19080,4464-20911,15965
19081,4373-66302-GJ,27968
19082,4202-51163,144866
19083,4116-46949,19062.5
19084,4629-81603-GJ,36304
19085,4154-0115-Financing,41451
19086,4156-95583,23495
19087,4116-76344,287280
19088,4584-26099,57311.25
19089,4355-0311-Financing,46496
19090,4149-48944-GJ,21693
19091,4180-001,31446
19092,4340-69785,29300
19093,4354-31776,23460
19094,4376-48218-GJ,46620
19095,4354-50455,19176
19096,4135-018,46080
19097,4473-69146-GJ,28516
19098,4154-77736-GJ,38498
19099,4635-24883,39950
19100,4170-101,790421.26
19101,4555-70185,23794
19102,4149-22270,30730
19103,4355-73281-GJ,45082
19104,4170-25700,28560
19105,4116-93254,5490000
19106,4548-83093,28687.5
19107,4139-003-1,67760
19108,4493-50506,20400
19109,4135-029,47880
19110,4630-70203,39569
19111,4354-21372,15923
19112,4116-90184,20646
19113,4633-32700,33550
19114,4643-27437,42852.25
19115,4629-96257-GJ,24440
19116,4493-26096,31448
19117,4160-87450,43260
19118,4158-104,26929.22
19119,4629-96239-GJ,41062.4
19120,4158-152,35268
19121,4116-23477,25361
19122,4564-33749,24293
19123,4362-40297,38887
19124,4154-63161-GJ,45023
19125,4643-31587,41133.5
19126,4362-64409,27225
19127,4116-35950,33200
19128,4116-53287-GJ,15666
19129,4611-23895,37100
19130,4635-35274,16192
19131,4533-70182,14742
19132,4354-62920-GJ,17582.22
19133,4643-30024,23880
19134,4274-28539,298022
19135,4156-65663,53839.79
19136,4643-30966,28656
19137,4375-20952,404753
19138,4354-60010,22819.5
19139,4117-44426,27112.76
19140,4135-052,20559.01
19141,4548-30673,83664
19142,4355-87486-GJ,38106
19143,4116-64082,15073.1
19144,4147-42656,15750
19145,4362-67143,12825
19146,4433-47604,39353.54
19147,4355-48678-GJ,42545
19148,4355-75569-GJ,36177
19149,4375-29172,362268
19150,4154-96072,85266
19151,4333-20019,25478
19152,4493-41790-GJ,42187.5
19153,4354-91120,35766.37
19154,4373-23311,28925
19155,4328-26494,42105.08
19156,4502-43643,15950
19157,4564-54336-GJ,14660
19158,4135-062,42840
19159,4116-179,170100
19160,4493-46379-GJ,22287.5
19161,4116-34249,237499.99
19162,4202-93956,114516.32
19163,4433-54089-IRH,33903.36
19164,4533-98054,119961.01
19165,4421-22284,32480
19166,4473-76486-GJ,23918
19167,4568-29313,32928
19168,4354-71883-GJ,22803.12
19169,4362-35663,603900
19170,4158-047,51314
19171,4611-66218,33265
19172,4247-41538,48000
19173,4629-93785,44373.15
19174,4355-0329-Financing,36308
19175,4548-58153,691740
19176,4156-96144,33328
19177,4443-68995-GJ,21870
19178,4355-89847,49161
19179,4355-78524-GJ,44309
19180,4533-99634,20393.1
19181,4555-77210,12068
19182,4355-69336-GJ,44677
19183,4116-98960,296460
19184,4627-38388,7125
19185,4443-97648,16470
19186,4376-70381,59998.21
19187,4643-33190,23275
19188,4243-23700,32472
19189,4533-83953,23777.52
19190,4154-62209-GJ,44778
19191,4116-101411,14554.5
19192,4355-93815-GJ,35941
19193,4611-80782,21197
19194,4548-28288,192660
19195,4464-44129,29500
19196,4555-59484,180950
19197,4158-135,44035
19198,4362-65010,632448
19199,4116-76259,18360
19200,4255-42416-GJ,23544
19201,4473-33154,19995
19202,4493-60718-GJ,21805
19203,4575-51490,379438.35
19204,4533-76302,53625
19205,4643-29464,21492
19206,4362-30446,225893
19207,4154-84822-GJ,41807
19208,4373-96802,30180
19209,4502-36236,23300
19210,4355-46277,33719
19211,4355-92797-GJ,60013
19212,4170-22116,36990
19213,4355-75548-GJ,33984
19214,4116-67069,17080
19215,4533-66632,28875
19216,4633-36374,51870
19217,4473-101378,28500
19218,4630-81706-GJ,31107
19219,4376-45644-GJ,41597.52
19220,4116-72760,19500
19221,4156-008,77924
19222,4355-0161-Financing,32321
19223,4354-97914,14110
19224,4376-54083-GJ,27771.05
19225,4355-57998-GJ,47144
19226,4629-0303-Financing,38037.6
19227,4147-51524,101000
19228,4533-23664,206674
19229,4116-88589,12102.4
19230,4629-51804-GJ,35440
19231,4548-94248,48900
19232,4170-044,37170
19233,4283-33256,8100
19234,4224-61884,35674
19235,4260-27762,16200
19236,4464-25816,154526
19237,4139-008,37790
19238,4564-57364,18790
19239,4590-80503,37293
19240,4250-94640,27532
19241,4116-37551,55125
