Project Cost,Contractor,Project Status
724124,"Vanguard Energy Partners, LLC",Complete
31665.4,SunRun Inc.,Complete
117249,"SunPower SolarProgram I, LLC",Complete
36322.34,Hudson Solar,Complete
13425.52,NRG Residential Solar Solutions,Complete
25309,SunPower Capital LLC,Complete
19129,Solar Maximum LLC,Complete
31785,SunPower Capital LLC,Complete
12390,Hudson Solar,Complete
19008,Trinity Solar (dba for Trinity Heating and Air),Complete
13732.13,NRG Residential Solar Solutions,Complete
17685,SunRun Inc.,Complete
24902.43,NRG Residential Solar Solutions,Complete
9070,SunRun Inc.,Complete
29430,SunPower Capital LLC,Complete
26230.47,QwikSolar,Complete
10350.1,Frey Electric Construction Co.,Complete
28728,American Solar Partners,Complete
33100,"Collegiate Builders, Inc.",Complete
44210,"SunPower SolarProgram I, LLC",Complete
22890,SunPower Capital LLC,Complete
21666,SunRun Inc.,Complete
48100,SunPower Capital LLC,Complete
13628,"Lotus Energy, Inc.",Complete
35700,SunRun Inc.,Complete
17694,SunRun Inc.,Complete
75537,SunPower Capital LLC,Complete
31231.2,NRG Residential Solar Solutions,Complete
17105,SunRun Inc.,Complete
24391,Trinity Solar (dba for Trinity Heating and Air),Complete
36400,SunPower Capital LLC,Complete
8719,SunRun Installation Services Inc.,Complete
32961,SunPower Capital LLC,Complete
28350,NRG Residential Solar Solutions,Complete
33271,SunRun Inc.,Complete
24270,Hudson Solar,Complete
31576,SunRun Inc.,Complete
82469,SunPower Capital LLC,Complete
32716.48,NRG Residential Solar Solutions,Complete
40320.28,NRG Residential Solar Solutions,Complete
20562,NRG Residential Solar Solutions,Complete
18900,NRG Residential Solar Solutions,Complete
30321.2,Sungevity Development LLC,Complete
45545.83,"Pyrus Energy, Inc.",Complete
78345,SunPower Capital LLC,Complete
22013,SunRun Inc.,Complete
19000,NRG Residential Solar Solutions,Complete
31665,SunPower Capital LLC,Complete
17381.36,"Pyrus Energy, Inc.",Complete
29729.7,NRG Residential Solar Solutions,Complete
20652.45,SunRun Inc.,Complete
35856,NRG Residential Solar Solutions,Complete
10944,SunRun Inc.,Complete
12750,SunRun Inc.,Complete
13968.75,NRG Residential Solar Solutions,Complete
20405,"Taitem Engineering, PC",Complete
23514.39,SunRun Inc.,Complete
15857,SunRun Inc.,Complete
34335,"SunPower SolarProgram I, LLC",Complete
13531,SunRun Inc.,Complete
23509,SunRun Inc.,Complete
16225,NRG Residential Solar Solutions,Complete
18840,Sungevity Development LLC,Complete
45003,Hudson Solar,Complete
53000,SunPower Capital LLC,Complete
11982,SunRun Inc.,Complete
36743.6,NRG Residential Solar Solutions,Complete
53206.84,"EcoMen Solar, LLC",Complete
22152,Tesla Energy Operations Inc.,Complete
6739.2,SunRun Inc.,Complete
20655,NRG Residential Solar Solutions,Complete
14245,SunRun Inc.,Complete
233025,Trinity Solar (dba for Trinity Heating and Air),Complete
38520,"Taitem Engineering, PC",Complete
52185,SunPower Capital LLC,Complete
26160,SunPower Capital LLC,Complete
99630,QwikSolar,Complete
36235.27,Hudson Solar,Complete
71269.9,Trinity Solar (dba for Trinity Heating and Air),Complete
27505.25,NRG Residential Solar Solutions,Complete
20250,NRG Residential Solar Solutions,Complete
14850,NRG Residential Solar Solutions,Complete
23412.75,Tesla Energy Operations Inc.,Complete
20768,NRG Residential Solar Solutions,Complete
19430.18,NRG Residential Solar Solutions,Complete
23912,American Solar Partners,Complete
14508,Tesla Energy Operations Inc.,Complete
64960.6,SunPower Capital LLC,Complete
70980,"Suffolk Solar Systems, Inc.",Complete
41499.82,NRG Residential Solar Solutions,Complete
36200,Hudson Solar,Complete
49264.19,NRG Residential Solar Solutions,Complete
32500,SunRun Inc.,Complete
26632.06,NRG Residential Solar Solutions,Complete
31065.03,SunPower Capital LLC,Complete
25763,SunRun Installation Services Inc.,Complete
134816.4,QwikSolar,Complete
59225,SunPower Capital LLC,Complete
39600,"Helios Energy Systems, LLC",Complete
35703.22,AEC Energy Corp./American Energy Care,Complete
3900,American Solar Partners,Complete
36669,SunRun Inc.,Complete
25415,Sungevity Development LLC,Complete
51300,SunPower Capital LLC,Complete
37670,SunPower Capital LLC,Complete
17300,NRG Residential Solar Solutions,Complete
12444,SunRun Inc.,Complete
32650,Hudson Solar,Complete
27968,SunRun Inc.,Complete
27820,SunRun Inc.,Complete
43050,American Solar Partners,Complete
19042.2,NRG Residential Solar Solutions,Complete
24200,SunRun Inc.,Complete
19584,NRG Residential Solar Solutions,Complete
24500,NRG Residential Solar Solutions,Complete
12375,NRG Residential Solar Solutions,Complete
70770,SunPower Capital LLC,Complete
33547.5,NRG Residential Solar Solutions,Complete
26607,SunRun Inc.,Complete
24307.5,NRG Residential Solar Solutions,Complete
43910,"Lotus Energy, Inc.",Complete
10694,SunRun Inc.,Complete
20649.6,NRG Residential Solar Solutions,Complete
31691.25,Solar Windependence,Complete
34707.7,NRG Residential Solar Solutions,Complete
30295,Hudson Solar,Complete
23364,NRG Residential Solar Solutions,Complete
25012,Trinity Solar (dba for Trinity Heating and Air),Complete
48088,SunPower Capital LLC,Complete
32448.04,SunRun Installation Services Inc.,Complete
24288,SunRun Inc.,Complete
25297.7,NRG Residential Solar Solutions,Complete
46510,SunPower Capital LLC,Complete
32075.1,NRG Residential Solar Solutions,Complete
43955,SunPower Capital LLC,Complete
34276.3,NRG Residential Solar Solutions,Complete
22100,Wildcat Solar LLC,Complete
19850,SunPower Capital LLC,Complete
46230,NRG Residential Solar Solutions,Complete
201600,Solar Energy LLC,Complete
23898.6,Tesla Energy Operations Inc.,Complete
34335,"SunPower SolarProgram I, LLC",Complete
44733,Tesla Energy Operations Inc.,Complete
24750,NRG Residential Solar Solutions,Complete
36550,SunPower Capital LLC,Complete
164220,"SES Dominion, LLC",Complete
11068.2,SunRun Inc.,Complete
26551.8,NRG Residential Solar Solutions,Complete
30000,American Solar Partners,Complete
26000,NRG Residential Solar Solutions,Complete
43010,SunPower Capital LLC,Complete
16334,SunRun Inc.,Complete
68996.8,SunPower Capital LLC,Complete
34765.5,SunRun Inc.,Complete
22231.89,NRG Residential Solar Solutions,Complete
27249.3,NRG Residential Solar Solutions,Complete
33700,SunPower Capital LLC,Complete
10350.1,Frey Electric Construction Co.,Complete
15444,Solar Home NJ,Complete
19646,SunRun Inc.,Complete
50778,Tesla Energy Operations Inc.,Complete
26013,SunRun Inc.,Complete
12945,SunRun Inc.,Complete
12967.5,NRG Residential Solar Solutions,Complete
28015,SunRun Inc.,Complete
18645.22,NRG Residential Solar Solutions,Complete
32516.4,Sungevity Development LLC,Complete
43164,SunPower Capital LLC,Complete
15825,NRG Residential Solar Solutions,Complete
51089,Hudson Solar,Complete
17356.33,NRG Residential Solar Solutions,Complete
51885,SunPower Capital LLC,Complete
28514,NRG Residential Solar Solutions,Complete
38572.5,SunRun Inc.,Complete
16651.81,NRG Residential Solar Solutions,Complete
21560.25,NRG Residential Solar Solutions,Complete
15539,SunRun Inc.,Complete
21088,SunPower Capital LLC,Complete
48675,Tag Mechanical,Complete
19186.2,NRG Residential Solar Solutions,Complete
25636,SunPower Capital LLC,Complete
31488,Hudson Solar,Complete
26637,SunRun Inc.,Complete
28850,SunPower Capital LLC,Complete
23262.14,SunRun Inc.,Complete
17672,SunRun Inc.,Complete
37007.01,SunRun Inc.,Complete
15543,NRG Residential Solar Solutions,Complete
7971.49,SunRun Inc.,Complete
68447.05,QwikSolar,Complete
44720,SunPower Capital LLC,Complete
65400.9,"SunPower SolarProgram I, LLC",Complete
22678.69,NRG Residential Solar Solutions,Complete
41375,SunPower Capital LLC,Complete
9735,NRG Residential Solar Solutions,Complete
39500,SunPower Capital LLC,Complete
55777.5,Infinity Solar Systems,Complete
62784,SunPower Capital LLC,Complete
114320,SunPower Capital LLC,Complete
33140.25,Halco Renewable Energy (dba for Halcyon),Complete
51502,SunPower Capital LLC,Complete
13339.56,NRG Residential Solar Solutions,Complete
29120,Hudson Solar,Complete
20688.11,SunRun Inc.,Complete
14500,SunRun Inc.,Complete
20243,SunRun Inc.,Complete
79980,SunPower Capital LLC,Complete
17028.75,NRG Residential Solar Solutions,Complete
49734,QwikSolar,Complete
18774,NRG Residential Solar Solutions,Complete
31392,SunPower Capital LLC,Complete
51901,Hudson Solar,Complete
28776,SunPower Capital LLC,Complete
42456.8,"SunPower SolarProgram I, LLC",Complete
30485,Hudson Solar,Complete
26790,American Solar Partners,Complete
28731,SunRun Inc.,Complete
41000,NRG Residential Solar Solutions,Complete
26748.63,Trinity Solar (dba for Trinity Heating and Air),Complete
19287.33,NRG Residential Solar Solutions,Complete
15080,SunRun Inc.,Complete
25236,NRG Residential Solar Solutions,Complete
94625,"SunPower SolarProgram I, LLC",Complete
30690,NRG Residential Solar Solutions,Complete
14955.7,NRG Residential Solar Solutions,Complete
36970,SunPower Capital LLC,Complete
23363.2,Sungevity Development LLC,Complete
22366.8,SunPower Capital LLC,Complete
20411,SunRun Inc.,Complete
64936,Hudson Solar,Complete
39780,Sungevity Development LLC,Complete
16091,SunRun Inc.,Complete
9610.8,Frey Electric Construction Co.,Complete
28002.5,NRG Residential Solar Solutions,Complete
43800,Trinity Solar (dba for Trinity Heating and Air),Complete
24770,"Taitem Engineering, PC",Complete
26611,NRG Residential Solar Solutions,Complete
33831.13,NRG Residential Solar Solutions,Complete
29237.5,NRG Residential Solar Solutions,Complete
62868,Tesla Energy Operations Inc.,Complete
14000,NRG Residential Solar Solutions,Complete
34310.25,NRG Residential Solar Solutions,Complete
34237.5,SunRun Inc.,Complete
19095,Infinity Solar Systems,Complete
23400,SunPower Capital LLC,Complete
24439,SunRun Inc.,Complete
44783,Hudson Solar,Complete
21350.25,NRG Residential Solar Solutions,Complete
17167.42,NRG Residential Solar Solutions,Complete
19160.44,NRG Residential Solar Solutions,Complete
40050,American Solar Partners,Complete
32633.67,NRG Residential Solar Solutions,Complete
69670,SunPower Capital LLC,Complete
22000,NRG Residential Solar Solutions,Complete
13931.5,NRG Residential Solar Solutions,Complete
16089,Sungevity Development LLC,Complete
33040,SunRun Inc.,Complete
19359.82,NRG Residential Solar Solutions,Complete
18412.94,GRID Alternatives,Complete
29700,Freedom Solar,Complete
15869.99,SunRun Inc.,Complete
23765,"OneGreenWorld Solar, LLC",Complete
30615,Sungevity Development LLC,Complete
44000,SunPower Capital LLC,Complete
50435.15,SunPower Capital LLC,Complete
90460,SURE Energy LLC,Complete
20100,American Solar Partners,Complete
31824,Croton Energy Group,Complete
22935,SunRun Inc.,Complete
40843.76,QwikSolar,Complete
40408,SunPower Capital LLC,Complete
49050,SunPower Capital LLC,Complete
13568,SunRun Inc.,Complete
58257,"Lotus Energy, Inc.",Complete
34187.85,GeoPeak Energy LLC,Complete
31860,Solar Service & Installation,Complete
25155,SunRun Inc.,Complete
33660,NRG Residential Solar Solutions,Complete
28500,SunRun Inc.,Complete
161460,QwikSolar,Complete
11700,Freedom Solar,Complete
19125,NRG Residential Solar Solutions,Complete
28381.5,NRG Residential Solar Solutions,Complete
44600,Hudson Solar,Complete
26400,SunRun Inc.,Complete
17464.8,NRG Residential Solar Solutions,Complete
42117,SunPower Capital LLC,Complete
17072,NRG Residential Solar Solutions,Complete
13299,Tesla Energy Operations Inc.,Complete
22971,Tesla Energy Operations Inc.,Complete
18292,SunRun Inc.,Complete
18039,SunRun Inc.,Complete
16614,NRG Residential Solar Solutions,Complete
97750,SunPower Capital LLC,Complete
16088,SunRun Inc.,Complete
35335,SunPower Capital LLC,Complete
26308.8,Trinity Solar (dba for Trinity Heating and Air),Complete
31852.75,NRG Residential Solar Solutions,Complete
29050,SunRun Inc.,Complete
46780,SunPower Capital LLC,Complete
36995,SunRun Inc.,Complete
24000,SunRun Inc.,Complete
49197,"Active Solar Development, LLC",Complete
56684.5,Solar Home NJ,Complete
22472,Halco Renewable Energy (dba for Halcyon),Complete
42615,SI Solar (dba for Ficazzola Consulting),Complete
52025,SunPower Capital LLC,Complete
34335,"SunPower SolarProgram I, LLC",Complete
33000,Niagara Wind and Solar,Complete
15600,NRG Residential Solar Solutions,Complete
13088.55,NRG Residential Solar Solutions,Complete
17546,SunRun Inc.,Complete
34250,Halco Renewable Energy (dba for Halcyon),Complete
21240,NRG Residential Solar Solutions,Complete
24596,SunRun Inc.,Complete
20075.61,NRG Residential Solar Solutions,Complete
14246,SunRun Inc.,Complete
22563,SunPower Capital LLC,Complete
32643,Tesla Energy Operations Inc.,Complete
24996,NRG Residential Solar Solutions,Complete
49272,Trinity Solar (dba for Trinity Heating and Air),Complete
22310,SunRun Inc.,Complete
28188,Sun Energy Inc. (dba Sun Energy Group),Complete
16932,NRG Residential Solar Solutions,Complete
28295,SunPower Capital LLC,Complete
34332.58,"Pyrus Energy, Inc.",Complete
198432,Hudson Solar,Complete
65900,SunPower Capital LLC,Complete
48276,QwikSolar,Complete
37605,"SunPower SolarProgram I, LLC",Complete
28805.43,SunPower Capital LLC,Complete
21950,NRG Residential Solar Solutions,Complete
114319.2,SunPower Capital LLC,Complete
17511.75,NRG Residential Solar Solutions,Complete
16875,SunRun Inc.,Complete
49785.26,SunPower Capital LLC,Complete
26040.6,SunRun Inc.,Complete
32430,SunPower Capital LLC,Complete
27625,SunRun Inc.,Complete
28776,SunPower Capital LLC,Complete
19130,SunRun Inc.,Complete
17183,SunRun Inc.,Complete
16458,SunRun Inc.,Complete
23970,SunRun Inc.,Complete
760227,"Vanguard Energy Partners, LLC",Complete
25425,SunRun Inc.,Complete
29023,SunRun Inc.,Complete
11175,Freedom Solar,Complete
23005,SunRun Inc.,Complete
28155,Sungevity Development LLC,Complete
14621.25,NRG Residential Solar Solutions,Complete
23872.62,NRG Residential Solar Solutions,Complete
24000,SunRun Inc.,Complete
45760,Trinity Solar (dba for Trinity Heating and Air),Complete
24590,"American Renewable Energy, Inc. (Amergy)",Complete
32238,SI Solar (dba for Ficazzola Consulting),Complete
35457.99,NRG Residential Solar Solutions,Complete
14910,SunRun Inc.,Complete
20782.5,NRG Residential Solar Solutions,Complete
15757,SunRun Inc.,Complete
17104.83,NRG Residential Solar Solutions,Complete
9410.19,Trinity Solar (dba for Trinity Heating and Air),Complete
30096,American Solar Partners,Complete
32340,Sun Energy Inc. (dba Sun Energy Group),Complete
25398,NRG Residential Solar Solutions,Complete
50145,SunPower Capital LLC,Complete
20243,American Solar Partners,Complete
23184,Veteran Solar Systems Inc,Complete
56518.75,Solar Windependence,Complete
33811,SunPower Capital LLC,Complete
18937,SunRun Inc.,Complete
49644,SunPower Capital LLC,Complete
36310,"Taitem Engineering, PC",Complete
19920,NRG Residential Solar Solutions,Complete
48734.4,Tesla Energy Operations Inc.,Complete
18057.6,SunRun Inc.,Complete
42521,Sungevity Development LLC,Complete
14400,"Collegiate Builders, Inc.",Complete
29000,SunPower Capital LLC,Complete
50274,NRG Residential Solar Solutions,Complete
51592,Hudson Solar,Complete
30756,NRG Residential Solar Solutions,Complete
19023,NRG Residential Solar Solutions,Complete
21419.17,Trinity Solar (dba for Trinity Heating and Air),Complete
21315,NRG Residential Solar Solutions,Complete
16345,NRG Residential Solar Solutions,Complete
18485,SunPower Capital LLC,Complete
40000,Hollitronics Energy Solutions,Complete
55685,SunPower Capital LLC,Complete
37100,SunPower Capital LLC,Complete
30450,SunRun Inc.,Complete
47500,American Solar Partners,Complete
65383,SunPower Capital LLC,Complete
17780,Freedom Solar,Complete
38688,Tesla Energy Operations Inc.,Complete
36624,SunPower Capital LLC,Complete
16613,SunRun Inc.,Complete
66637,Hudson Solar,Complete
18739,SunRun Inc.,Complete
16596,Premier Solar Solutions,Complete
16513.8,SunRun Inc.,Complete
28222.5,Tesla Energy Operations Inc.,Complete
7447,SunRun Inc.,Complete
134573,"Active Solar Development, LLC",Complete
58000,Trinity Solar (dba for Trinity Heating and Air),Complete
